transaction_id,account_id,merchant_id,transaction_date,amount,transaction_type
TXN12781314,ACC671918,MERCH24,2025-08-31 00:00:39.526003,86.73,deposit
TXN49969531,ACC719540,MERCH15,2025-03-23 00:00:39.526003,81.7,purchase
TXN30210040,ACC999659,MERCH3,2025-08-22 00:00:39.526003,20.34,deposit
TXN55951518,ACC577095,MERCH25,2025-06-23 00:00:39.526003,52.46,purchase
TXN76920392,ACC180888,MERCH38,2025-03-03 00:00:39.526003,94.44,deposit
TXN90008108,ACC355624,MERCH3,2025-10-03 00:00:39.526003,77.39,deposit
TXN46319389,ACC952734,MERCH11,2025-04-20 00:00:39.526003,81.16,deposit
TXN10642327,ACC284015,MERCH16,2025-04-30 00:00:39.526003,77.11,deposit
TXN25674895,ACC956820,MERCH25,2025-06-08 00:00:39.526003,46.39,deposit
TXN82366265,ACC514744,MERCH44,2025-06-01 00:00:39.526003,73.4,withdrawal
TXN80142904,ACC832696,MERCH16,2025-06-08 00:00:39.526003,112.15,purchase
TXN35023000,ACC310135,MERCH24,2025-10-21 00:00:39.526003,32.06,withdrawal
TXN13172719,ACC887192,MERCH14,2025-04-09 00:00:39.526003,25.92,purchase
TXN44695801,ACC558346,MERCH17,2025-09-13 00:00:39.526003,55.68,purchase
TXN84635844,ACC448542,MERCH8,2025-06-25 00:00:39.526003,42.81,withdrawal
TXN30655418,ACC213847,MERCH12,2025-04-06 00:00:39.526003,128.01,deposit
TXN69163107,ACC128013,MERCH28,2025-03-28 00:00:39.526003,24.81,withdrawal
TXN14914316,ACC737920,MERCH22,2025-11-05 00:00:39.526003,21.53,purchase
TXN29357138,ACC210942,MERCH30,2025-08-04 00:00:39.526003,33.12,deposit
TXN77489097,ACC743792,MERCH9,2025-12-10 00:00:39.526003,67.48,deposit
TXN87897182,ACC838117,MERCH34,2025-11-26 00:00:39.526003,38.73,purchase
TXN78901543,ACC620878,MERCH37,2025-10-27 00:00:39.526003,6.94,withdrawal
TXN92614522,ACC308862,MERCH34,2025-10-16 00:00:39.526003,4.91,deposit
TXN29534168,ACC743792,MERCH44,2025-08-13 00:00:39.526003,111.09,purchase
TXN39031841,ACC659496,MERCH35,2025-11-13 00:00:39.526003,103.64,withdrawal
TXN56138606,ACC540832,MERCH30,2025-03-09 00:00:39.526003,87.47,deposit
TXN74680918,ACC762461,MERCH49,2026-01-05 00:00:39.526003,64.41,deposit
TXN46395717,ACC497736,MERCH1,2025-09-18 00:00:39.526003,5.96,withdrawal
TXN18334136,ACC305594,MERCH37,2025-10-08 00:00:39.526003,44.87,withdrawal
TXN54488878,ACC721037,MERCH34,2025-04-16 00:00:39.526003,95.17,deposit
TXN15541221,ACC789812,MERCH36,2025-05-27 00:00:39.526003,44.96,withdrawal
TXN93675960,ACC622158,MERCH43,2025-02-05 00:00:39.526003,25.69,deposit
TXN41318998,ACC567026,MERCH41,2025-03-05 00:00:39.526003,81.28,deposit
TXN39421128,ACC708477,MERCH9,2025-12-27 00:00:39.526003,26.38,deposit
TXN81804231,ACC277318,MERCH33,2025-10-05 00:00:39.526003,73.33,deposit
TXN13761294,ACC314984,MERCH32,2025-03-08 00:00:39.526003,85.48,deposit
TXN28593372,ACC666006,MERCH10,2025-11-28 00:00:39.526003,122.27,withdrawal
TXN23518080,ACC231186,MERCH11,2025-09-21 00:00:39.526003,86.63,withdrawal
TXN87621228,ACC187512,MERCH16,2025-01-30 00:00:39.526003,67.4,withdrawal
TXN80883422,ACC308862,MERCH35,2025-09-30 00:00:39.526003,105.58,withdrawal
TXN97411088,ACC989061,MERCH9,2025-09-20 00:00:39.526003,14.73,deposit
TXN93738325,ACC929600,MERCH47,2025-02-07 00:00:39.526003,87.69,deposit
TXN80415921,ACC881847,MERCH50,2025-05-04 00:00:39.526003,55.45,deposit
TXN69981168,ACC829966,MERCH2,2025-12-05 00:00:39.526003,118.15,withdrawal
TXN11130499,ACC643081,MERCH36,2025-12-29 00:00:39.526003,127.18,purchase
TXN80024837,ACC943193,MERCH50,2025-11-29 00:00:39.526003,13.21,deposit
TXN79753320,ACC756070,MERCH18,2025-09-01 00:00:39.526003,68.27,withdrawal
TXN76613076,ACC924609,MERCH50,2025-02-25 00:00:39.526003,77.85,withdrawal
TXN33026252,ACC961553,MERCH28,2025-10-04 00:00:39.526003,38.4,withdrawal
TXN22799265,ACC987197,MERCH27,2025-08-30 00:00:39.526003,54.77,purchase
TXN77674850,ACC794550,MERCH11,2025-10-20 00:00:39.526003,3.68,deposit
TXN68791802,ACC123193,MERCH31,2025-05-22 00:00:39.526003,40.13,deposit
TXN96465211,ACC438690,MERCH24,2025-07-03 00:00:39.526003,19.52,deposit
TXN26687779,ACC825078,MERCH2,2026-01-23 00:00:39.526003,80.12,purchase
TXN26720402,ACC211018,MERCH24,2025-08-14 00:00:39.526003,32.28,withdrawal
TXN80957079,ACC240148,MERCH35,2025-03-12 00:00:39.526003,103.32,purchase
TXN67803705,ACC512638,MERCH36,2025-09-15 00:00:39.526003,65.01,deposit
TXN97303957,ACC476589,MERCH46,2025-09-30 00:00:39.526003,0.81,purchase
TXN43438155,ACC987197,MERCH43,2025-10-13 00:00:39.526003,0.93,withdrawal
TXN41837492,ACC106723,MERCH6,2025-11-12 00:00:39.526003,4.69,withdrawal
TXN10907350,ACC952459,MERCH27,2025-04-06 00:00:39.526003,30.64,deposit
TXN79625469,ACC489445,MERCH24,2026-01-15 00:00:39.526003,166.05,withdrawal
TXN88643432,ACC801138,MERCH23,2025-08-07 00:00:39.526003,16.97,deposit
TXN21136138,ACC809780,MERCH25,2025-10-03 00:00:39.526003,83.02,withdrawal
TXN62521457,ACC338517,MERCH4,2025-08-06 00:00:39.526003,72.02,withdrawal
TXN32185210,ACC460174,MERCH15,2025-12-03 00:00:39.526003,6.93,deposit
TXN74288569,ACC760431,MERCH2,2025-04-17 00:00:39.526003,34.56,withdrawal
TXN26425353,ACC871140,MERCH25,2025-07-19 00:00:39.526003,0.19,deposit
TXN25903185,ACC870682,MERCH39,2025-06-16 00:00:39.526003,42.44,deposit
TXN50519252,ACC157464,MERCH10,2025-11-20 00:00:39.526003,47.25,withdrawal
TXN12324395,ACC345127,MERCH21,2025-08-01 00:00:39.526003,12.24,purchase
TXN90313060,ACC602897,MERCH44,2025-05-29 00:00:39.526003,56.38,withdrawal
TXN53403564,ACC123193,MERCH47,2025-02-17 00:00:39.526003,64.15,withdrawal
TXN73912459,ACC161120,MERCH27,2025-09-14 00:00:39.526003,52.42,deposit
TXN82924035,ACC225625,MERCH3,2025-05-06 00:00:39.526003,48.66,withdrawal
TXN59248423,ACC815250,MERCH7,2025-07-10 00:00:39.526003,48.32,deposit
TXN81696554,ACC829966,MERCH2,2025-09-17 00:00:39.526003,50.03,purchase
TXN26184439,ACC188942,MERCH15,2025-10-14 00:00:39.526003,16.84,purchase
TXN61234107,ACC182509,MERCH29,2025-08-28 00:00:39.526003,103.87,purchase
TXN91005526,ACC187512,MERCH21,2025-11-23 00:00:39.526003,79.39,withdrawal
TXN10711156,ACC748988,MERCH47,2025-06-08 00:00:39.526003,11.66,deposit
TXN65883301,ACC860534,MERCH16,2025-11-13 00:00:39.526003,90.26,purchase
TXN80062751,ACC223628,MERCH39,2025-10-12 00:00:39.526003,48.6,purchase
TXN82142302,ACC687166,MERCH14,2025-10-16 00:00:39.526003,45.25,deposit
TXN29364655,ACC168366,MERCH34,2025-03-24 00:00:39.526003,59.08,withdrawal
TXN28528459,ACC335000,MERCH17,2025-07-17 00:00:39.526003,59.34,purchase
TXN26590646,ACC146673,MERCH15,2025-09-18 00:00:39.526003,40.55,deposit
TXN41108876,ACC278875,MERCH32,2025-12-17 00:00:39.526003,0.32,deposit
TXN26398026,ACC647880,MERCH6,2025-08-12 00:00:39.526003,16.34,purchase
TXN99858112,ACC271902,MERCH42,2025-08-08 00:00:39.526003,4.64,withdrawal
TXN64441131,ACC909277,MERCH40,2025-04-10 00:00:39.526003,82.79,deposit
TXN81455416,ACC968280,MERCH37,2025-06-20 00:00:39.526003,18.62,purchase
TXN95099218,ACC433662,MERCH29,2025-10-10 00:00:39.526003,65.76,withdrawal
TXN99599879,ACC767695,MERCH41,2025-03-11 00:00:39.526003,129.88,deposit
TXN36106613,ACC220361,MERCH36,2025-11-01 00:00:39.526003,44.19,withdrawal
TXN25478905,ACC400362,MERCH45,2025-07-30 00:00:39.526003,22.24,purchase
TXN37311357,ACC431744,MERCH16,2025-11-27 00:00:39.526003,30.65,deposit
TXN99421103,ACC622158,MERCH46,2025-11-05 00:00:39.526003,66.92,purchase
TXN65744875,ACC497736,MERCH48,2025-09-25 00:00:39.526003,51.65,purchase
TXN77938465,ACC746013,MERCH43,2025-12-28 00:00:39.526003,3.25,withdrawal
TXN96894433,ACC489710,MERCH28,2025-10-29 00:00:39.526003,25.12,withdrawal
TXN66660377,ACC723475,MERCH17,2025-06-20 00:00:39.526003,73.56,deposit
TXN63763564,ACC236533,MERCH23,2025-12-20 00:00:39.526003,93.07,withdrawal
TXN36858640,ACC180888,MERCH1,2025-01-29 00:00:39.526003,87.85,withdrawal
TXN96238533,ACC541680,MERCH16,2025-09-13 00:00:39.526003,88.42,deposit
TXN21917452,ACC541449,MERCH2,2025-05-19 00:00:39.526003,101.67,purchase
TXN44423857,ACC540832,MERCH34,2025-11-18 00:00:39.526003,81.65,withdrawal
TXN82535156,ACC362352,MERCH1,2025-07-20 00:00:39.526003,54.71,purchase
TXN21051370,ACC586166,MERCH15,2025-11-22 00:00:39.526003,59.68,deposit
TXN69239999,ACC782101,MERCH46,2025-05-24 00:00:39.526003,3.28,withdrawal
TXN63095227,ACC452203,MERCH40,2025-09-23 00:00:39.526003,38.84,withdrawal
TXN72866728,ACC548782,MERCH22,2025-11-30 00:00:39.526003,2.75,deposit
TXN36948537,ACC765249,MERCH19,2025-02-24 00:00:39.526003,47.21,deposit
TXN18455377,ACC738216,MERCH28,2025-04-21 00:00:39.526003,36.74,withdrawal
TXN63286166,ACC225625,MERCH31,2025-06-03 00:00:39.526003,68.33,withdrawal
TXN44400171,ACC911668,MERCH20,2025-04-30 00:00:39.526003,68.47,withdrawal
TXN74235084,ACC412484,MERCH14,2025-12-14 00:00:39.526003,0.44,purchase
TXN52451271,ACC338517,MERCH8,2025-07-08 00:00:39.526003,89.83,deposit
TXN39011981,ACC746013,MERCH2,2025-12-29 00:00:39.526003,97.21,purchase
TXN88460862,ACC863695,MERCH1,2025-12-12 00:00:39.526003,34.65,deposit
TXN50395604,ACC536208,MERCH2,2025-06-26 00:00:39.526003,75.06,withdrawal
TXN54932026,ACC130896,MERCH35,2025-12-22 00:00:39.526003,52.11,purchase
TXN36955675,ACC929237,MERCH42,2025-02-14 00:00:39.526003,52.84,purchase
TXN56687201,ACC129392,MERCH46,2025-10-08 00:00:39.526003,83.15,deposit
TXN92520343,ACC579490,MERCH9,2025-03-21 00:00:39.526003,60.83,purchase
TXN65554965,ACC871745,MERCH19,2025-11-09 00:00:39.526003,22.2,deposit
TXN11022682,ACC382622,MERCH9,2025-11-01 00:00:39.526003,60.79,purchase
TXN46147826,ACC233314,MERCH5,2025-09-12 00:00:39.526003,61.12,withdrawal
TXN49884471,ACC565494,MERCH37,2025-10-18 00:00:39.526003,10.54,purchase
TXN36108298,ACC341661,MERCH43,2025-05-18 00:00:39.526003,19.07,deposit
TXN52129935,ACC794550,MERCH23,2025-04-25 00:00:39.526003,68.09,withdrawal
TXN38273337,ACC893797,MERCH29,2025-06-13 00:00:39.526003,29.07,withdrawal
TXN97619948,ACC467465,MERCH29,2025-03-21 00:00:39.526003,5.11,withdrawal
TXN56508416,ACC705321,MERCH32,2025-09-26 00:00:39.526003,62.4,withdrawal
TXN52583943,ACC968280,MERCH41,2026-01-09 00:00:39.526003,129.9,deposit
TXN75674525,ACC881068,MERCH17,2025-04-20 00:00:39.526003,0.45,withdrawal
TXN28739461,ACC639300,MERCH50,2025-07-18 00:00:39.526003,20.14,withdrawal
TXN99210027,ACC893797,MERCH45,2025-05-23 00:00:39.526003,31.4,deposit
TXN57969908,ACC483779,MERCH37,2025-11-25 00:00:39.526003,12.33,deposit
TXN44237744,ACC858102,MERCH41,2026-01-24 00:00:39.526003,93.42,deposit
TXN39434407,ACC233971,MERCH15,2025-12-07 00:00:39.526003,45.9,purchase
TXN47576722,ACC278356,MERCH25,2025-08-19 00:00:39.526003,109.14,withdrawal
TXN74509630,ACC390913,MERCH13,2025-03-19 00:00:39.526003,44.47,withdrawal
TXN85328068,ACC634930,MERCH27,2025-02-05 00:00:39.526003,48.33,withdrawal
TXN29737710,ACC706356,MERCH35,2025-02-21 00:00:39.526003,55.61,withdrawal
TXN18547654,ACC929237,MERCH36,2025-03-05 00:00:39.526003,50.92,withdrawal
TXN96346442,ACC686158,MERCH9,2025-02-19 00:00:39.526003,33.4,deposit
TXN44078944,ACC256427,MERCH16,2025-11-29 00:00:39.526003,62.04,withdrawal
TXN11551904,ACC128013,MERCH11,2025-09-13 00:00:39.526003,28.84,purchase
TXN10388386,ACC748332,MERCH36,2025-09-30 00:00:39.526003,43.96,deposit
TXN87706055,ACC349833,MERCH22,2026-01-05 00:00:39.526003,50.01,withdrawal
TXN15319293,ACC342668,MERCH33,2025-08-15 00:00:39.526003,12.38,withdrawal
TXN67643710,ACC929971,MERCH25,2025-06-06 00:00:39.526003,91.9,withdrawal
TXN19707562,ACC501684,MERCH29,2025-09-28 00:00:39.526003,73.56,deposit
TXN74623101,ACC377450,MERCH36,2025-06-06 00:00:39.526003,35.37,deposit
TXN88524251,ACC464963,MERCH41,2025-11-06 00:00:39.526003,75.53,purchase
TXN60708735,ACC830098,MERCH33,2025-05-30 00:00:39.526003,18.03,purchase
TXN38739536,ACC336424,MERCH23,2025-11-17 00:00:39.526003,19.3,deposit
TXN98955621,ACC892042,MERCH31,2025-09-25 00:00:39.526003,40.8,withdrawal
TXN65265176,ACC789536,MERCH19,2025-12-09 00:00:39.526003,62.68,deposit
TXN92283673,ACC747352,MERCH42,2026-01-09 00:00:39.526003,59.39,purchase
TXN41396347,ACC836222,MERCH28,2025-06-18 00:00:39.526003,38.41,withdrawal
TXN72758930,ACC972193,MERCH31,2025-05-26 00:00:39.526003,111.33,withdrawal
TXN23398175,ACC825078,MERCH39,2025-02-22 00:00:39.526003,21.53,deposit
TXN10108465,ACC247066,MERCH4,2025-02-15 00:00:39.526003,27.29,withdrawal
TXN31529909,ACC673088,MERCH47,2025-03-13 00:00:39.526003,77.4,deposit
TXN50256167,ACC740903,MERCH36,2026-01-27 00:00:39.526003,50.13,deposit
TXN65972501,ACC331889,MERCH28,2025-10-30 00:00:39.526003,23.66,deposit
TXN79716669,ACC485601,MERCH1,2025-09-27 00:00:39.526003,64.22,withdrawal
TXN98926713,ACC469817,MERCH15,2025-02-05 00:00:39.526003,67.54,deposit
TXN51889235,ACC626143,MERCH24,2025-12-02 00:00:39.526003,74.29,withdrawal
TXN76856538,ACC101967,MERCH35,2025-06-15 00:00:39.526003,16.47,purchase
TXN64153813,ACC622158,MERCH22,2025-04-15 00:00:39.526003,26.77,deposit
TXN40059682,ACC957080,MERCH34,2025-11-04 00:00:39.526003,73.06,withdrawal
TXN96825546,ACC277318,MERCH41,2025-12-31 00:00:39.526003,31.43,withdrawal
TXN80357132,ACC584621,MERCH39,2025-11-10 00:00:39.526003,22.78,withdrawal
TXN29882934,ACC489005,MERCH45,2025-02-13 00:00:39.526003,36.28,withdrawal
TXN21167385,ACC836222,MERCH24,2026-01-25 00:00:39.526003,138.63,deposit
TXN11645414,ACC838117,MERCH12,2025-12-23 00:00:39.526003,27.96,withdrawal
TXN73035485,ACC795976,MERCH30,2025-11-26 00:00:39.526003,75.68,withdrawal
TXN97312152,ACC982599,MERCH14,2025-02-06 00:00:39.526003,98.22,purchase
TXN94858260,ACC273806,MERCH28,2025-07-20 00:00:39.526003,39.89,deposit
TXN53331950,ACC336424,MERCH37,2025-02-01 00:00:39.526003,29.9,deposit
TXN88057594,ACC950292,MERCH18,2025-05-28 00:00:39.526003,65.43,withdrawal
TXN42461625,ACC444784,MERCH28,2026-01-16 00:00:39.526003,1.34,purchase
TXN56411726,ACC277318,MERCH23,2025-02-01 00:00:39.526003,95.94,withdrawal
TXN81249448,ACC560953,MERCH8,2025-09-26 00:00:39.526003,110.47,withdrawal
TXN11391106,ACC995407,MERCH18,2025-08-06 00:00:39.526003,23.14,purchase
TXN88979612,ACC696564,MERCH46,2025-05-30 00:00:39.526003,85.65,deposit
TXN83118808,ACC458295,MERCH47,2025-11-06 00:00:39.526003,23.12,withdrawal
TXN87927146,ACC263622,MERCH28,2025-09-05 00:00:39.526003,85.79,purchase
TXN14652810,ACC841842,MERCH26,2025-03-11 00:00:39.526003,8.63,purchase
TXN19875638,ACC410898,MERCH41,2025-06-30 00:00:39.526003,31.75,withdrawal
TXN82477999,ACC522926,MERCH13,2025-03-09 00:00:39.526003,175.59,deposit
TXN52350448,ACC558346,MERCH37,2025-03-18 00:00:39.526003,151.31,deposit
TXN45801158,ACC412484,MERCH26,2026-01-19 00:00:39.526003,9.33,purchase
TXN55520271,ACC999384,MERCH11,2025-03-10 00:00:39.526003,60.88,purchase
TXN33939373,ACC489710,MERCH32,2025-03-10 00:00:39.526003,65.01,withdrawal
TXN25259518,ACC654417,MERCH6,2025-07-30 00:00:39.526003,45.24,purchase
TXN45257127,ACC637743,MERCH30,2025-08-13 00:00:39.526003,10.14,withdrawal
TXN53470762,ACC305594,MERCH22,2025-07-31 00:00:39.526003,41.65,withdrawal
TXN47028902,ACC656381,MERCH9,2025-12-08 00:00:39.526003,69.07,purchase
TXN23361503,ACC278024,MERCH46,2025-06-29 00:00:39.526003,54.4,withdrawal
TXN24629355,ACC816188,MERCH11,2026-01-02 00:00:39.526003,56.8,purchase
TXN34670677,ACC557019,MERCH13,2025-10-14 00:00:39.526003,35.78,purchase
TXN40066061,ACC841651,MERCH13,2025-12-03 00:00:39.526003,13.39,withdrawal
TXN65630471,ACC170474,MERCH4,2025-05-04 00:00:39.526003,50.63,withdrawal
TXN63054610,ACC737920,MERCH15,2025-05-12 00:00:39.526003,81.24,deposit
TXN74295952,ACC247106,MERCH26,2025-11-17 00:00:39.526003,0.29,withdrawal
TXN41985941,ACC187512,MERCH19,2025-10-23 00:00:39.526003,16.29,purchase
TXN17252500,ACC204563,MERCH24,2025-06-25 00:00:39.526003,81.33,deposit
TXN94542997,ACC541680,MERCH37,2025-12-28 00:00:39.526003,8.76,withdrawal
TXN45537013,ACC225625,MERCH21,2025-12-13 00:00:39.526003,27.62,deposit
TXN84667620,ACC272929,MERCH50,2025-07-12 00:00:39.526003,69.58,deposit
TXN77434540,ACC180888,MERCH1,2025-09-06 00:00:39.526003,39.27,deposit
TXN62512529,ACC889938,MERCH50,2025-08-13 00:00:39.526003,111.98,withdrawal
TXN75819245,ACC112456,MERCH5,2025-10-14 00:00:39.526003,28.33,purchase
TXN50689789,ACC562785,MERCH36,2025-04-20 00:00:39.526003,90.06,deposit
TXN24646995,ACC982599,MERCH22,2025-10-03 00:00:39.526003,43.46,purchase
TXN35946780,ACC766171,MERCH50,2025-08-02 00:00:39.526003,31.98,deposit
TXN80708313,ACC747534,MERCH15,2025-09-02 00:00:39.526003,93.51,withdrawal
TXN15644894,ACC353259,MERCH8,2025-03-09 00:00:39.526003,45.66,deposit
TXN32465382,ACC121619,MERCH48,2025-04-13 00:00:39.526003,53.26,purchase
TXN48291536,ACC529057,MERCH11,2025-06-01 00:00:39.526003,82.22,purchase
TXN19298413,ACC176249,MERCH34,2025-08-12 00:00:39.526003,56.06,purchase
TXN85771652,ACC905390,MERCH34,2025-03-06 00:00:39.526003,18.76,purchase
TXN45623672,ACC911668,MERCH37,2025-03-23 00:00:39.526003,16.57,purchase
TXN57029231,ACC816277,MERCH8,2025-11-22 00:00:39.526003,35.51,purchase
TXN74369129,ACC910491,MERCH19,2025-02-07 00:00:39.526003,30.8,withdrawal
TXN64480550,ACC529057,MERCH39,2025-06-03 00:00:39.526003,80.34,withdrawal
TXN87550015,ACC148435,MERCH18,2025-12-31 00:00:39.526003,14.64,withdrawal
TXN25049471,ACC489445,MERCH37,2025-05-16 00:00:39.526003,42.6,purchase
TXN17682641,ACC659955,MERCH10,2025-11-29 00:00:39.526003,46.82,deposit
TXN43241723,ACC722410,MERCH43,2025-12-07 00:00:39.526003,24.13,deposit
TXN41043735,ACC994112,MERCH15,2025-05-07 00:00:39.526003,123.83,withdrawal
TXN29561413,ACC968280,MERCH19,2025-10-05 00:00:39.526003,60.13,purchase
TXN68047273,ACC335000,MERCH47,2025-07-16 00:00:39.526003,13.23,deposit
TXN13303299,ACC142827,MERCH7,2025-07-24 00:00:39.526003,50.25,purchase
TXN27735813,ACC159912,MERCH13,2025-01-31 00:00:39.526003,65.82,deposit
TXN33803683,ACC419236,MERCH44,2025-03-22 00:00:39.526003,53.31,withdrawal
TXN37778777,ACC273806,MERCH37,2025-11-01 00:00:39.526003,41.41,purchase
TXN50456176,ACC838117,MERCH12,2025-05-19 00:00:39.526003,12.94,withdrawal
TXN71685507,ACC445447,MERCH44,2025-04-06 00:00:39.526003,79.92,purchase
TXN34040588,ACC999384,MERCH6,2025-07-15 00:00:39.526003,69.54,deposit
TXN63904730,ACC686158,MERCH20,2025-08-23 00:00:39.526003,52.24,purchase
TXN67883378,ACC517178,MERCH42,2025-10-23 00:00:39.526003,88.92,withdrawal
TXN32229361,ACC296944,MERCH48,2025-06-25 00:00:39.526003,26.94,deposit
TXN30064771,ACC324424,MERCH28,2025-08-11 00:00:39.526003,83.31,purchase
TXN57461586,ACC222114,MERCH35,2026-01-16 00:00:39.526003,98.61,purchase
TXN84631036,ACC655320,MERCH9,2026-01-16 00:00:39.526003,22.34,deposit
TXN51439097,ACC868814,MERCH40,2025-07-19 00:00:39.526003,75.58,withdrawal
TXN63434344,ACC847339,MERCH50,2025-11-28 00:00:39.526003,80.84,deposit
TXN45835620,ACC183227,MERCH16,2025-06-25 00:00:39.526003,31.89,deposit
TXN92433647,ACC538637,MERCH14,2025-03-27 00:00:39.526003,4.07,deposit
TXN37771464,ACC821572,MERCH11,2025-05-14 00:00:39.526003,105.53,purchase
TXN66182613,ACC862532,MERCH36,2026-01-18 00:00:39.526003,45.77,deposit
TXN57550592,ACC696564,MERCH5,2025-12-12 00:00:39.526003,121.57,withdrawal
TXN38687468,ACC445447,MERCH29,2025-08-25 00:00:39.526003,60.0,deposit
TXN75131173,ACC917653,MERCH47,2025-12-05 00:00:39.526003,31.02,deposit
TXN91811986,ACC491493,MERCH20,2025-07-30 00:00:39.526003,79.79,purchase
TXN92460614,ACC792934,MERCH19,2025-10-28 00:00:39.526003,14.78,purchase
TXN50333298,ACC647970,MERCH9,2025-07-16 00:00:39.526003,71.2,purchase
TXN47590160,ACC297494,MERCH31,2025-04-02 00:00:39.526003,70.59,purchase
TXN78496275,ACC183081,MERCH5,2025-06-27 00:00:39.526003,23.11,withdrawal
TXN57218857,ACC272461,MERCH40,2025-07-25 00:00:39.526003,86.99,deposit
TXN35608046,ACC546274,MERCH24,2025-05-17 00:00:39.526003,29.67,withdrawal
TXN92883368,ACC478609,MERCH32,2025-03-05 00:00:39.526003,61.07,deposit
TXN33260705,ACC523215,MERCH6,2025-03-04 00:00:39.526003,40.26,withdrawal
TXN81922771,ACC240148,MERCH16,2025-09-05 00:00:39.526003,59.06,withdrawal
TXN28257934,ACC987889,MERCH47,2025-09-23 00:00:39.526003,29.3,withdrawal
TXN33828757,ACC349833,MERCH30,2025-09-07 00:00:39.526003,16.62,purchase
TXN63617029,ACC601063,MERCH36,2025-10-02 00:00:39.526003,70.4,purchase
TXN75550960,ACC786440,MERCH46,2025-08-31 00:00:39.526003,40.11,deposit
TXN95799140,ACC911001,MERCH32,2025-11-06 00:00:39.526003,36.86,deposit
TXN28453689,ACC434175,MERCH6,2025-11-02 00:00:39.526003,52.73,withdrawal
TXN39751286,ACC544394,MERCH39,2025-02-18 00:00:39.526003,63.93,deposit
TXN19074026,ACC476589,MERCH1,2025-09-29 00:00:39.526003,19.54,withdrawal
TXN31146815,ACC271902,MERCH36,2025-10-11 00:00:39.526003,48.54,withdrawal
TXN18728781,ACC530648,MERCH1,2025-09-08 00:00:39.526003,8.52,withdrawal
TXN60445416,ACC769188,MERCH34,2025-05-18 00:00:39.526003,22.52,deposit
TXN55819779,ACC625908,MERCH43,2025-02-07 00:00:39.526003,11.91,withdrawal
TXN57661474,ACC459192,MERCH7,2025-01-28 00:00:39.526003,144.7,deposit
TXN70956806,ACC431744,MERCH5,2025-04-07 00:00:39.526003,39.42,deposit
TXN16115755,ACC357451,MERCH50,2025-05-25 00:00:39.526003,117.7,deposit
TXN85051491,ACC593149,MERCH31,2025-06-14 00:00:39.526003,17.38,purchase
TXN94863873,ACC872619,MERCH45,2025-07-14 00:00:39.526003,134.28,withdrawal
TXN94512584,ACC158695,MERCH29,2025-12-18 00:00:39.526003,79.95,withdrawal
TXN45876831,ACC917653,MERCH14,2025-11-05 00:00:39.526003,73.42,deposit
TXN51875177,ACC532918,MERCH8,2025-03-02 00:00:39.526003,134.23,withdrawal
TXN53535211,ACC916390,MERCH26,2026-01-13 00:00:39.526003,21.1,withdrawal
TXN75443987,ACC488243,MERCH7,2025-08-28 00:00:39.526003,69.17,withdrawal
TXN23358007,ACC444784,MERCH25,2025-08-30 00:00:39.526003,40.6,withdrawal
TXN54650400,ACC284535,MERCH34,2025-07-01 00:00:39.526003,55.76,withdrawal
TXN19939928,ACC283646,MERCH22,2025-03-08 00:00:39.526003,56.26,withdrawal
TXN28355012,ACC671918,MERCH6,2025-11-18 00:00:39.526003,29.57,purchase
TXN85877346,ACC418918,MERCH14,2025-06-17 00:00:39.526003,24.59,purchase
TXN35966855,ACC870682,MERCH50,2026-01-26 00:00:39.526003,35.22,deposit
TXN75270846,ACC765977,MERCH10,2025-10-04 00:00:39.526003,19.87,purchase
TXN14623211,ACC788752,MERCH13,2025-06-08 00:00:39.526003,81.21,deposit
TXN37879269,ACC804895,MERCH43,2025-09-20 00:00:39.526003,16.52,purchase
TXN84769257,ACC271474,MERCH23,2025-02-18 00:00:39.526003,75.25,purchase
TXN43515401,ACC832696,MERCH37,2025-10-29 00:00:39.526003,87.95,withdrawal
TXN77620914,ACC282101,MERCH37,2025-03-06 00:00:39.526003,67.77,purchase
TXN26839251,ACC738216,MERCH15,2026-01-09 00:00:39.526003,39.97,purchase
TXN45250535,ACC168366,MERCH1,2025-04-07 00:00:39.526003,31.66,deposit
TXN90364626,ACC995407,MERCH41,2025-08-10 00:00:39.526003,52.12,deposit
TXN78434721,ACC315801,MERCH45,2025-09-11 00:00:39.526003,28.99,deposit
TXN53393643,ACC694639,MERCH46,2025-10-03 00:00:39.526003,55.46,purchase
TXN39459737,ACC437401,MERCH42,2025-03-06 00:00:39.526003,55.23,deposit
TXN53546819,ACC128013,MERCH20,2025-07-26 00:00:39.526003,60.27,withdrawal
TXN86867746,ACC825194,MERCH32,2025-10-25 00:00:39.526003,44.59,purchase
TXN69408085,ACC786440,MERCH2,2025-09-23 00:00:39.526003,44.32,purchase
TXN94752703,ACC435181,MERCH5,2025-02-13 00:00:39.526003,25.61,withdrawal
TXN88867293,ACC653456,MERCH25,2025-06-05 00:00:39.526003,58.88,purchase
TXN63409481,ACC615529,MERCH24,2025-09-23 00:00:39.526003,9.16,withdrawal
TXN44755847,ACC365010,MERCH41,2025-08-01 00:00:39.526003,17.99,deposit
TXN29230434,ACC422514,MERCH40,2025-02-12 00:00:39.526003,24.46,deposit
TXN75133747,ACC315801,MERCH14,2025-09-19 00:00:39.526003,78.26,withdrawal
TXN60213680,ACC331889,MERCH25,2025-02-24 00:00:39.526003,35.99,withdrawal
